lambda_hat,se,ci_lo,ci_hi,t_stat,R2,n_common,lambda_uncentered,lambda_centering_difference,lambda_centering_relative_diff_pct,numerator_centered,numerator_uncentered,denominator,mean_r_T,mean_r_X
0.0017485173776097822,0.0003858761582121189,0.0009482849411096222,0.0024265406366450895,4.531291556625817,0.0008321048476235833,26280,0.0017484909178602233,2.6459749558928325e-08,0.001513267748879838,-0.00020773969613483066,-0.00020773655247700743,-0.11880905434226234,0.0028154904566812236,1.1165577975700305e-06
