series,n,mean,std,skew,kurtosis
temperature_ou_driver,26280,0.002684289657060339,0.967177324793426,-0.8860655487697896,9.7483068951812
price_ou_driver,26280,0.00010140411874964367,0.9951632575381488,0.4276793928860949,84.92956501137235
price_ou_idiosyncratic_driver,26280,0.00017870608049850046,0.9951324874991082,0.4235496654145269,84.88221811718003
