series,n,mean,std,skew,kurtosis
temperature_driver,26280,0.00464896922691595,1.382279921283192,-0.44180586999611193,14.171936471484216
price_marginal_driver,26280,2.3687531277481442e-05,0.759956664051101,0.519957003133436,86.22446296771427
price_idiosyncratic_driver,26280,2.047328120008118e-05,1.0001123549930058,0.520902339117739,86.19152694283163
