model,n,mean_v_T,mean_v_X,empirical_E_vT_vX,empirical_centered_cov_v,mean_model_S_TX,raw_cov_error,centered_cov_error,empirical_corr_v,empirical_spearman_v,mean_model_corr
ou_constant_lambda,26280,0.0017130790532117245,1.3017701236410344e-06,-0.00023560829592274838,-0.0002356105259578793,-0.00023561052595787936,2.230035130976237e-09,5.421010862427522e-20,-0.02987981477167611,-0.044550740322760796,-0.028765356474632905
