model,n_common,mean_dt_hours,numerator_centered,numerator_uncentered,denominator,lambda_hat,lambda_uncentered,lambda_centering_difference,lambda_centering_relative_diff_pct,se,ci_95_lo,ci_95_hi,t_stat,R2_output_cross_cov,mean_R_T,mean_R_X,std_R_T,std_R_X
ou_global,26280,1.0,-0.0002356105259578793,-0.00023560829592274838,0.3944719834730783,-0.0005972807596713877,-0.0005972751064558886,-5.6532154991311215e-09,0.0009464921492266737,0.00012819821123516222,-0.0008497216088561409,-0.0003505241185126294,-4.6590412917365684,0.0008928033307896739,0.0017130790532117245,1.3017701236410344e-06,0.6172548036657396,0.01277523316700212
